CONGRESS 2012 to 2020 in IDAHO,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Indiana,N/A,2014,District 9,9,20120101,"101,594","Young, Todd",Incumbent,"55,016","Bailey, Bill",Challenger,Libertarian,"5,777","Frey, R. Mike",Challenger,N/A,"46,578",R,3.56,64.87,35.13,
House,Indiana,N/A,2012,District 9,9,20120101,"165,332","Young, Todd",Incumbent,"132,848","Yoder, Shelli",Challenger,N/A,N/A,N/A,N/A,N/A,"32,484",R,0,55.45,44.55,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CONGRESS 2012 to 2020 in IOWA,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Iowa,N/A,2018,District 1,1,20120101,"153,442","Blum, Rod",Incumbent,"170,342","Finkenauer, Abby",Challenger,Libertarian,"10,285","Hageman, Troy",Challenger,174,"16,900",D,3.08,47.39,52.61,The other vote was: Write-In (Write-in) 174
House,Iowa,N/A,2016,District 1,1,20120101,"206,903","Blum, Rod",Incumbent,"177,403","Vernon, Monica",Challenger,Write-in,671,Write-In,Challenger,N/A,"29,500",R,0.17,53.84,46.16,
House,Iowa,N/A,2014,District 1,1,20120101,"147,762","Blum, Rod",Challenger,"141,145","Murphy, Pat",Challenger,Write-in,399,Write-In,Challenger,N/A,"6,617",R,0.14,51.15,48.85,
House,Iowa,N/A,2012,District 1,1,20120101,"162,465","Lange, Benjamin M.",Challenger,"222,422","Braley, Bruce",Incumbent,Nominated by Petition,"4,772","Hughes, Gregory James",Challenger,"1,190","59,957",D,1.22,42.21,57.79,"The other vote was: Krail, George Todd II (Nominated by Petition) 931; Scattered Write-In (Write-in) 259"
House,Iowa,N/A,2018,District 2,2,20120101,"133,287","Peters, Christopher",Challenger,"171,446","Loebsack, David",Incumbent,Libertarian,"6,181","Strauss, Mark David",Challenger,"1,999","38,159",D,1.98,43.74,56.26,"The other vote was: Clark, Daniel (No Party) 1,837; Write-In (Write-in) 162"
House,Iowa,N/A,2016,District 2,2,20120101,"170,933","Peters, Christopher",Challenger,"198,571","Loebsack, David",Incumbent,Write-in,528,Write-In,Challenger,N/A,"27,638",D,0.14,46.26,53.74,
House,Iowa,N/A,2014,District 2,2,20120101,"129,455","Miller-Meeks, Mariannette",Challenger,"143,431","Loebsack, Dave",Incumbent,Write-in,443,Write-In,Challenger,N/A,"13,976",D,0.16,47.44,52.56,
House,Iowa,N/A,2012,District 2,2,20120101,"161,977","Archer, John",Challenger,"211,863","Loebsack, David",Incumbent,Nominated by Petition,"7,112","Aversa, Alan",Challenger,323,"49,886",D,1.87,43.33,56.67,The other vote was: Scattered Write-In (Write-in) 323
House,Iowa,N/A,2018,District 3,3,20120101,"167,933","Young, David",Incumbent,"175,642","Axne, Cindy",Challenger,Libertarian,"7,267","Holder, Bryan Jack",Challenger,"5,399","7,709",D,2.04,48.88,51.12,"The other vote was: Elworth, Mark (Legal Medical Now) 2,015; Knupp, Paul (Green) 1,888; Grandanette, Joe (No Party) 1,301; Write-In (Write-in) 195"
House,Iowa,N/A,2016,District 3,3,20120101,"208,598","Young, David",Incumbent,"155,002","Mowrer, Jim",Challenger,Libertarian,"15,372","Holder, Bryan Jack",Challenger,"11,315","53,596",R,3.94,57.37,42.63,"The other vote was: Addy, Claudia (Independent) 6,348; Grandanette, Joe (Independent) 4,518; Write-In (Write-in) 449"
House,Iowa,N/A,2014,District 3,3,20120101,"148,814","Young, David",Challenger,"119,109","Appel, Staci",Challenger,Libertarian,"9,054","Wright, Edward Benedict",Challenger,"5,089","29,705",R,3.21,55.54,44.46,"The other vote was: Holder, Bryan Jack (No Party) 4,360; Write-In (Write-in) 729"
House,Iowa,N/A,2012,District 3,3,20120101,"202,000","Latham, Tom",Incumbent,"168,632","Boswell, Leonard L.",Challenger,Nominated by Petition,"9,352","Batcher, Scott G.",Challenger,"6,858","33,368",R,2.42,54.5,45.5,"The other vote was: Rosenfeld, David (Socialist Workers Party) 6,286; Scattered Write-In (Write-in) 572"
House,Iowa,N/A,2018,District 4,4,20120101,"157,676","King, Steve",Incumbent,"147,246","Scholten, James",Challenger,Libertarian,"6,161","Aldrich, Charles",Challenger,"2,168","10,430",R,1.97,51.71,48.29,"The other vote was: Peterson, Edward (No Party) 1,962; Write-In (Write-in) 206"
House,Iowa,N/A,2016,District 4,4,20120101,"226,719","King, Steve",Incumbent,"142,993","Weaver, Kim",Challenger,Write-in,547,Write-In,Challenger,N/A,"83,726",R,0.15,61.32,38.68,
House,Iowa,N/A,2014,District 4,4,20120101,"169,834","King, Steve",Incumbent,"105,504","Mowrer, Jim",Challenger,Write-in,295,Write-In,Challenger,N/A,"64,330",R,0.11,61.68,38.32,
House,Iowa,N/A,2012,District 4,4,20120101,"200,063","King, Steve",Incumbent,"169,470","Vilsack, Christie",Challenger,Nominated by Petition,"8,124","Monroe, Martin James",Challenger,226,"30,593",R,2.15,54.14,45.86,The other vote was: Scattered Write-In (Write-in) 226
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CONGRESS 2012 to 2020 in KANSAS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Kansas,N/A,2018,District 1,1,20120101,"153,082","Marshall, Roger",Incumbent,"71,558","LaPolice, Alan",Challenger,N/A,N/A,N/A,N/A,N/A,"81,524",R,0,68.15,31.85,
House,Kansas,N/A,2016,District 1,1,20120101,"169,992","Marshall, Roger",Challenger,N/A,N/A,N/A,Independent,"67,739","LaPolice, Alan",Challenger,"20,240","102,253",R,26.26,100,0,"The other vote was: Burt, Kerry (Libertarian) 19,366; Huelskamp, Tim (Write-in) 874"
House,Kansas,N/A,2014,District 1,1,20120101,"138,764","Huelskamp, Tim",Incumbent,"65,397","Sherow, James E.",Challenger,N/A,N/A,N/A,N/A,N/A,"73,367",R,0,67.97,32.03,
House,Kansas,N/A,2012,District 1,1,20120101,"211,337","Huelskamp, Tim",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"211,337",R,0,100,0,
House,Kansas,N/A,2018,District 2,2,20120101,"126,098","Watkins, Steve",Challenger,"123,859","Davis, Paul",Challenger,Libertarian,"14,731","Standley, Kelly",Challenger,N/A,"2,239",R,5.57,50.45,49.55,
House,Kansas,N/A,2016,District 2,2,20120101,"181,228","Jenkins, Lynn",Incumbent,"96,840","Potter, Britani",Challenger,Libertarian,"19,333","Bales, James Houston",Challenger,N/A,"84,388",R,6.5,65.17,34.83,
House,Kansas,N/A,2014,District 2,2,20120101,"128,742","Jenkins, Lynn",Incumbent,"87,153","Wakefield, Margie",Challenger,Libertarian,"9,791","Clemmons, Christopher",Challenger,N/A,"41,589",R,4.34,59.63,40.37,
House,Kansas,N/A,2012,District 2,2,20120101,"167,463","Jenkins, Lynn",Incumbent,"113,735","Schlingensiepen, Tobias",Challenger,Libertarian,"12,520","Hawver, Dennis",Challenger,N/A,"53,728",R,4.26,59.55,40.45,
House,Kansas,N/A,2018,District 3,3,20120101,"139,762","Yoder, Kevin",Incumbent,"170,518","Davids, Sharice",Challenger,Libertarian,"8,021","Clemmons, Christopher",Challenger,N/A,"30,756",D,2.52,45.04,54.96,
House,Kansas,N/A,2016,District 3,3,20120101,"176,022","Yoder, Kevin",Incumbent,"139,300","Sidie, Jay",Challenger,Libertarian,"27,791","Hohe, Steven A.",Challenger,N/A,"36,722",R,8.1,55.82,44.18,
House,Kansas,N/A,2014,District 3,3,20120101,"134,493","Yoder, Kevin",Incumbent,"89,584","Kultala, Kelly",Challenger,N/A,N/A,N/A,N/A,N/A,"44,909",R,0,60.02,39.98,
House,Kansas,N/A,2012,District 3,3,20120101,"201,087","Yoder, Kevin",Incumbent,N/A,N/A,N/A,Libertarian,"92,675","Balam, Joel",Challenger,N/A,"108,412",R,31.55,100,0,
House,Kansas,N/A,2018,District 4,4,20120101,"144,248","Estes, Ron",Incumbent,"98,445","Thompson, James A.",Challenger,N/A,N/A,N/A,N/A,N/A,"45,803",R,0,59.44,40.56,
House,Kansas,N/A,2016,District 4,4,20120101,"166,998","Pompeo, Mike",Incumbent,"81,495","Giroux, Daniel B.",Challenger,Independent,"19,021","Allen, Miranda",Challenger,"7,737","85,503",R,6.91,67.2,32.8,"The other vote was: Bakken, Gordon J. (Libertarian) 7,737"
House,Kansas,N/A,2014,District 4,4,20120101,"138,757","Pompeo, Mike",Incumbent,"69,396","Schuckman, Perry",Challenger,N/A,N/A,N/A,N/A,N/A,"69,361",R,0,66.66,33.34,
House,Kansas,N/A,2012,District 4,4,20120101,"161,094","Pompeo, Mike",Incumbent,"81,770","Tillman, Robert",Challenger,Libertarian,"16,058","Jefferson, Thomas",Challenger,N/A,"79,324",R,6.2,66.33,33.67,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CONGRESS 2012 to 2020 in KENTUCKY,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Kentucky,N/A,2018,District 1,1,20120101,"172,167","Comer, James R.",Incumbent,"78,849","Walker, Paul",Challenger,N/A,N/A,N/A,N/A,N/A,"93,318",R,0,68.59,31.41,
House,Kentucky,N/A,2016,District 1,1,20120101,"216,959","Comer, James R.",Challenger,"81,710","Gaskins, Sam",Challenger,Write-in,332,"Mcintosh, Terry",Challenger,N/A,"135,249",R,0.11,72.64,27.36,
House,Kentucky,N/A,2014,District 1,1,20120101,"173,022","Whitfield, Edward",Incumbent,"63,596","Hatchett, Charles Kendall",Challenger,N/A,N/A,N/A,N/A,N/A,"109,426",R,0,73.12,26.88,
House,Kentucky,N/A,2012,District 1,1,20120101,"199,956","Whitfield, Edward",Incumbent,"87,199","Hatchett, Charles Kendall",Challenger,N/A,N/A,N/A,N/A,N/A,"112,757",R,0,69.63,30.37,
House,Kentucky,N/A,2018,District 2,2,20120101,"171,700","Guthrie, Brett",Incumbent,"79,964","Linderman, Hank",Challenger,Independent,"5,681","Loecken, Thomas A.",Challenger,N/A,"91,736",R,2.21,68.23,31.77,
House,Kentucky,N/A,2016,District 2,2,20120101,"251,825","Guthrie, Brett",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"251,825",R,0,100,0,
House,Kentucky,N/A,2014,District 2,2,20120101,"156,936","Guthrie, Brett",Incumbent,"69,898","Leach, Ron",Challenger,N/A,N/A,N/A,N/A,N/A,"87,038",R,0,69.19,30.81,
House,Kentucky,N/A,2012,District 2,2,20120101,"181,508","Guthrie, Brett",Incumbent,"89,541","Williams, David Lynn",Challenger,Independent,"6,304","Beacham, Andrew R.",Challenger,"4,914","91,967",R,2.23,66.97,33.03,"The other vote was: Astor, Craig R. (Libertarian) 4,914"
House,Kentucky,N/A,2018,District 3,3,20120101,"101,930","Glisson, Vickie",Challenger,"173,002","Yarmuth, John",Incumbent,Libertarian,"3,788","Boles, Gregory",Challenger,N/A,"71,072",D,1.36,37.07,62.93,
House,Kentucky,N/A,2016,District 3,3,20120101,"122,093","Bratcher, Harold",Challenger,"212,401","Yarmuth, John",Incumbent,N/A,N/A,N/A,N/A,N/A,"90,308",D,0,36.5,63.5,
House,Kentucky,N/A,2014,District 3,3,20120101,"87,981","Macfarlane, Michael",Challenger,"157,056","Yarmuth, John",Incumbent,Independent,"2,318","Puccetti, Gregory Peter",Challenger,N/A,"69,075",D,0.94,35.91,64.09,
House,Kentucky,N/A,2012,District 3,3,20120101,"111,452","Wicker, Brooks",Challenger,"206,385","Yarmuth, John",Incumbent,Independent,"4,819","DeVore, Bob Jr.",Challenger,N/A,"94,933",D,1.49,35.07,64.93,
House,Kentucky,N/A,2018,District 4,4,20120101,"162,946","Massie, Thomas",Incumbent,"90,536","Hall, Seth",Challenger,Independent,"8,318","Moffett, Mike",Challenger,12,"72,410",R,3.18,64.28,35.72,"The other vote was: Goodwin, David (Write-in) 12"
House,Kentucky,N/A,2016,District 4,4,20120101,"233,922","Massie, Thomas",Incumbent,"94,065","Sidle, Calvin",Challenger,N/A,N/A,N/A,N/A,N/A,"139,857",R,0,71.32,28.68,
House,Kentucky,N/A,2014,District 4,4,20120101,"150,464","Massie, Thomas",Incumbent,"71,694","Newberry, Peter",Challenger,N/A,N/A,N/A,N/A,N/A,"78,770",R,0,67.73,32.27,
House,Kentucky,N/A,2012,District 4,4,20120101,"186,036","Massie, Thomas",Incumbent,"104,734","Adkins, William R.",Challenger,Independent,"8,674","Lewis, David",Challenger,N/A,"81,302",R,2.9,63.98,36.02,
House,Kentucky,N/A,2018,District 5,5,20120101,"172,093","Rogers, Harold",Incumbent,"45,890","Stepp, Kenneth",Challenger,Write-in,34,"Wilson, Billy Ray",Challenger,N/A,"126,203",R,0.02,78.95,21.05,
House,Kentucky,N/A,2016,District 5,5,20120101,"221,242","Rogers, Harold",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"221,242",R,0,100,0,
House,Kentucky,N/A,2014,District 5,5,20120101,"171,350","Rogers, Harold",Incumbent,"47,617","Stepp, Kenneth",Challenger,N/A,N/A,N/A,N/A,N/A,"123,733",R,0,78.25,21.75,
House,Kentucky,N/A,2012,District 5,5,20120101,"195,408","Rogers, Harold",Incumbent,"55,447","Stepp, Kenneth",Challenger,N/A,N/A,N/A,N/A,N/A,"139,961",R,0,77.9,22.1,
House,Kentucky,N/A,2018,District 6,6,20120101,"154,468","Barr, Garland",Incumbent,"144,736","McGrath, Amy",Challenger,Libertarian,"2,150","Harris, Frank",Challenger,"1,534","9,732",R,0.71,51.63,48.37,"The other vote was: Wallin, Rikka L. (Independent) 1,011; Germalic, James (Independent) 523"
House,Kentucky,N/A,2016,District 6,6,20120101,"202,099","Barr, Garland",Incumbent,"128,728","Kemper, Nancy Jo",Challenger,N/A,N/A,N/A,N/A,N/A,"73,371",R,0,61.09,38.91,
House,Kentucky,N/A,2014,District 6,6,20120101,"147,404","Barr, Garland",Incumbent,"98,290","Jensen, Elisabeth",Challenger,N/A,N/A,N/A,N/A,N/A,"49,114",R,0,59.99,40.01,
House,Kentucky,N/A,2012,District 6,6,20120101,"153,222","Barr, Garland",Challenger,"141,438","Chandler, Ben",Incumbent,Independent,"8,340","Vance, Randolph",Challenger,N/A,"11,784",R,2.75,52,48,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CONGRESS 2012 to 2020 in LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Louisiana,N/A,2018,District 1,1,20120101,"192,555","Scalise, Steve",Incumbent,"44,273"," Savoie, Tammy",Challenger,Democrat,"18,560","Dugas, Lee Ann",Challenger,"13,937","148,282",R,6.89,81.31,18.69,"The other vote was:  Francis, Jim (Democrat) 8,688; Kearney, Howard (Libertarian) 2,806; Jones, Frederick (Independent) 2,443"
House,Louisiana,N/A,2016,District 1,1,20120101,"243,645","Scalise, Steve",Incumbent,"41,840","Dugas, Lee Ann",Challenger,Democrat,"12,708","Faust, Danil Ezekiel",Challenger,"28,595","201,805",R,3.89,85.34,14.66,"The other vote was: Kearney, Howard (Libertarian) 9,405; Swider, Joseph (Democrat) 9,237; Barron, Eliot S. (Green) 6,717; Yang, Chuemai (No Party) 3,236"
House,Louisiana,N/A,2014,District 1,1,20120101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,0,0,0,
House,Louisiana,N/A,2014,District 1,1,20120101,"189,250","Scalise, Steve",Incumbent,"24,761","Mendoza, M.V.",Challenger,Democrat,"21,286","Dugas, Lee Ann",Challenger,"8,707","164,489",R,8.72,88.43,11.57,"The other vote was: Sanford, Jeff (Libertarian) 8,707"
House,Louisiana,N/A,2012,District 1,1,20120101,"193,496","Scalise, Steve",Incumbent,"61,703","Mendoza, M.V. Vinny",Challenger,Republican,"24,844","King, Gary",Challenger,"10,367","131,793",R,8.55,75.82,24.18,"The other vote was: Turknett, David (No Party) 6,079; Wells, Arden (No Party) 4,288"
House,Louisiana,N/A,2018,District 2,2,20120101,N/A,N/A,N/A,"190,182","Richmond, Cedric",Incumbent,No Party,"20,465","Schmidt, Jesse",Challenger,"25,335","169,717",D,8.67,0,100,"The other vote was: Batiste, Belden (Independent) 17,260; Rodriguez, Shawndra (No Party) 8,075"
House,Louisiana,N/A,2016,District 2,2,20120101,N/A,N/A,N/A,"198,289","Richmond, Cedric",Incumbent,Democrat,"57,125","Holden, Melvin L.",Challenger,"28,855","141,164",D,20.1,0,100,"The other vote was: Cutno, Kenneth (Democrat) 28,855"
House,Louisiana,N/A,2014,District 2,2,20120101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,0,0,0,
House,Louisiana,N/A,2014,District 2,2,20120101,N/A,N/A,N/A,"152,201","Richmond, Cedric",Incumbent,Democrat,"37,805","Landrieu, Gary",Challenger,"31,564","114,396",D,17.06,0,100,"The other vote was: Brooks, David Graham (No Party) 16,327; Davenport, Samuel (Libertarian) 15,237"
House,Louisiana,N/A,2012,District 2,2,20120101,"38,801","Bailey, Dwayne",Challenger,"158,501","Richmond, Cedric",Incumbent,Democrat,"71,916","Landrieu, Gary",Challenger,"18,136","86,585",D,25.03,19.67,80.33,"The other vote was: Larose, Josue (Republican) 11,345; Trotter, Caleb (Libertarian) 6,791"
House,Louisiana,N/A,2018,District 3,3,20120101,"136,876"," Higgins, Clay",Incumbent,"43,729","Methvin, Mildred ",Challenger,Republican,"31,387","Guillory, Joshua S.",Challenger,"33,951","93,147",R,12.76,75.79,24.21,"The other vote was: Anderson, Rob (Democrat) 13,477; Rader, Larry (Democrat) 9,692;  Thomas, Verone A. (Democrat) 7,815; Andrus, Aaron J. (Libertarian) 2,967"
House,Louisiana,N/A,2016,District 3,3,20120101,"77,671"," Higgins, Clay",Challenger,N/A,N/A,N/A,Republican,"60,762","Angelle, Scott A.",Challenger,N/A,"16,909",R,43.89,100,0,
House,Louisiana,N/A,2016,District 3,3,20120101,"91,532","Angelle, Scott A.",Challenger,"28,385","Hebert, Jacob",Challenger,Republican,"84,912"," Higgins, Clay",Challenger,"115,625","6,620",R,26.5,76.33,23.67,"The other vote was: Rader, Larry (Democrat) 27,830; Rantz, ""Gus"" (Republican) 25,662; Ellison, ""Greg"" (Republican) 24,882; Geymann, Brett (Republican) 21,607; Barrilleaux, Bryan (Republican) 6,223; McLendon, Guy (Libertarian) 2,937; Scelfo, Kenny P. Sr. (No Party) 2,670; Rees, Grover Joseph (Republican) 2,457; Vidrine, Herman L. (Republican) 1,357"
House,Louisiana,N/A,2014,District 3,3,20120101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,0,0,0,
House,Louisiana,N/A,2014,District 3,3,20120101,"185,867","Boustany, Charles W. Jr.",Incumbent,N/A,N/A,N/A,No Party,"28,342","Richard, Russell",Challenger,"22,059","157,525",R,12,100,0,"The other vote was: Barrilleaux, Bryan (Republican) 22,059"
House,Louisiana,N/A,2012,District 3,3,20120101,"139,123","Boustany, Charles W. Jr.",Challenger,"67,070","Richard, Ron",Challenger,Republican,"93,527","Landry, Jeff",Incumbent,"11,673","45,596",R,30.04,67.47,32.53,"The other vote was: Barrilleaux, Bryan (Republican) 7,908; Stark, Jim (Libertarian) 3,765"
House,Louisiana,N/A,2012,District 3,3,20120101,"58,820","Boustany, Charles W. Jr.",Challenger,N/A,N/A,N/A,Republican,"37,767","Landry, Jeff",Challenger,N/A,"21,053",R,39.1,100,0,
House,Louisiana,N/A,2018,District 4,4,20120101,"139,326","Johnson, Mike",Incumbent,"72,934"," Trundle, Ryan",Challenger,No Party,"4,612","Halverson, Mark David",Challenger,N/A,"66,392",R,2.13,65.64,34.36,
House,Louisiana,N/A,2016,District 4,4,20120101,"87,370","Johnson, Mike",Challenger,"46,579","Jones, Marshall",Challenger,N/A,N/A,N/A,N/A,N/A,"40,791",R,0,65.23,34.77,
House,Louisiana,N/A,2014,District 4,4,20120101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,0,0,0,
House,Louisiana,N/A,2016,District 4,4,20120101,"70,580","Johnson, Mike",Challenger,"80,593","Jones, Marshall",Challenger,Republican,"50,412","Baucum, Ralph",Challenger,"84,400","10,013",D,17.63,46.69,53.31,"The other vote was: Jenkins, Oliver (Republican) 44,521; Guillory, Elbert (Republican) 21,017; John, ""Rick"" (Republican) 13,220; Halverson, Mark David (No Party) 3,149; Krefft, Kenneth J. (No Party) 2,493"
House,Louisiana,N/A,2014,District 4,4,20120101,"152,683","Fleming, John",Incumbent,N/A,N/A,N/A,Libertarian,"55,236","Lord, Randall",Challenger,N/A,"97,447",R,26.57,100,0,
House,Louisiana,N/A,2012,District 4,4,20120101,"187,894","Fleming, John",Incumbent,N/A,N/A,N/A,Libertarian,"61,637","Lord, Randall",Challenger,N/A,"126,257",R,24.7,100,0,
House,Louisiana,N/A,2018,District 5,5,20120101,"149,018","Abraham, Ralph Lee",Incumbent,"67,118","Fleenor, Jessee Carlton",Challenger,Independent,"4,799","Burkette, Billy",Challenger,"3,011","81,900",R,2.14,68.95,31.05,"The other vote was: Randol, Kyle (Libertarian) 3,011"
House,Louisiana,N/A,2016,District 5,5,20120101,"208,545","Abraham, Ralph Lee",Incumbent,N/A,N/A,N/A,Republican,"47,117","Burkette, Billy",Challenger,N/A,"161,428",R,18.43,100,0,
House,Louisiana,N/A,2014,District 5,5,20120101,"134,616","Abraham, Ralph Lee",Challenger,"75,006","Mayo, Jamie",Challenger,N/A,N/A,N/A,N/A,N/A,"59,610",R,0,64.22,35.78,
House,Louisiana,N/A,2014,District 5,5,20120101,"55,489","Abraham, Ralph Lee",Challenger,"67,611","Mayo, Jamie",Challenger,Republican,"53,628","Dasher, Zach",Challenger,"62,823","12,122",D,22.39,45.08,54.92,"The other vote was: McAllister, Vance M. (Republican) 26,606; Holloway, Clyde C. (Republican) 17,877; Brown, Harris (Republican) 9,890; Tarpley, Ed (Republican) 4,594; Saucier, Charles (Libertarian) 2,201; Barron, Eliot S. (Green) 1,655"
House,Louisiana,N/A,2012,District 5,5,20120101,"202,536","Alexander, Rodney",Incumbent,N/A,N/A,N/A,No Party,"37,486","Ceasar, Ron",Challenger,"20,194","165,050",R,14.41,100,0,"The other vote was: Grant, Clay Steven (Libertarian) 20,194"
House,Louisiana,N/A,2018,District 6,6,20120101,"186,553","Graves, Garret",Incumbent,"55,089"," Dewitt, Justin",Challenger,Democrat,"21,627"," Saizan, Andie",Challenger,"5,256","131,464",R,8.05,77.2,22.8,"The other vote was: Graham, Devin Lance (Independent) 5,256"
House,Louisiana,N/A,2016,District 6,6,20120101,"207,483","Graves, Garret",Incumbent,"49,380","Lieberman, Richard",Challenger,Republican,"33,592","Bell, Robert Lamar",Challenger,"40,643","158,103",R,10.15,80.78,19.22,"The other vote was: Sampson, Jermaine (Democrat) 29,822; Fontanesi, Richard M. (Libertarian) 7,603; Graham, Devin Lance (Other) 3,218"
House,Louisiana,N/A,2014,District 6,6,20120101,"139,209","Graves, Garret",Challenger,"83,781","Edwards, Edwin W.",Challenger,N/A,N/A,N/A,N/A,N/A,"55,428",R,0,62.43,37.57,
House,Louisiana,N/A,2014,District 6,6,20120101,"70,715","Graves, Garret",Challenger,"77,866","Edwards, Edwin W.",Challenger,Republican,"35,024","Dietzel, Paul II",Challenger,"74,874","7,151",D,13.55,47.59,52.41,"The other vote was: Claitor, Dan (Republican) 26,524; Whitney, Lenar (Republican) 19,151; Lieberman, Richard (Democrat) 7,309; McCulloch, Craig (Republican) 5,815; Bell, Robert Lamar (Republican) 5,182; Williams, Peter (Democrat) 4,037; Craig, Rufus Holt (Libertarian) 3,561; Clark, Norman (Republican) 1,848; Thomas, Trey (Republican) 1,447"
House,Louisiana,N/A,2012,District 6,6,20120101,"243,553","Cassidy, Bill",Incumbent,N/A,N/A,N/A,Libertarian,"32,185","Craig, Rufus Holt",Challenger,"30,975","211,368",R,10.49,100,0,"The other vote was: Torregano, Richard (No Party) 30,975"
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CONGRESS 2012 to 2020 in MAINE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Maine,N/A,2018,District 1,1,20120101,"111,188","Holbrook, Mark I.",Challenger,"201,195","Pingree, Chellie",Incumbent,Independent,"29,670","Grohman, Martin J.",Challenger,N/A,"90,007",D,8.67,35.59,64.41,"Maine’s new ranked-choice voting system for district 2 requires winning candidates to receive a majority vote. Candidates with the fewest ranked votes are eliminated, and their votes are transferred to the candidates ranked second on each voter’s ballot, which is presented here as a runoff."
House,Maine,N/A,2016,District 1,1,20120101,"164,569","Holbrook, Mark I.",Challenger,"227,546","Pingree, Chellie",Incumbent,Write-in,276,"Bouchard, James J.",Challenger,N/A,"62,977",D,0.07,41.97,58.03,
House,Maine,N/A,2014,District 1,1,20120101,"94,751","Misiuk, Isaac J.",Challenger,"186,674","Pingree, Chellie",Incumbent,Independent,"27,410","Murphy, Richard Paul",Challenger,63,"91,923",D,8.87,33.67,66.33,The other vote was: Write-In (Write-in) 63
